post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:sport,attribute:Packages,attribute_data:Packages,attribute:pa_certification,attribute_data:pa_certification,attribute:pa_package,attribute_data:pa_package
"Musical Front Row",musical-front-row,,3203,"Ignite your musical spark, hone your craft, and let your melody soar at Musical Front Row Academy, where passionate instructors and joyful rhythms guide you from the first strum to center stage.","Ignite your musical spark, hone your craft, and let your melody soar at Musical Front Row Academy, where passionate instructors and joyful rhythms guide you from the first strum to center stage.",publish,,0,"2024-03-18 17:53:38",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240115121842-2024-01-15tbl_venue121111-1-scaled.jpg ! alt :  ! title : 20240115121842-2024-01-15tbl_venue121111-1.jpg ! desc :  ! caption : ",,https://tidasports.com/index.php/product/musical-front-row/,0,simple,,"Punjab > Mohali|Punjab",,,Music,,,,,,
Archery,archery,,3204,"This is a slot booking facility for Archery.","This is a slot booking facility for Archery.",publish,,0,"2024-03-18 17:53:38",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/1824image_cropper_1705321019227.jpg ! alt :  ! title : 1824image_cropper_1705321019227 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/archery/,0,simple,,"Punjab > Kharar",,,Archery,,,,,,
"Panchkula Shooting Club",panchkula-shooting-club,,3205,"Unleash your inner marksman at Panchkula Shooting Club, where bullseyes and confidence are always on target! The Panchkula Shooting Club welcomes everyone, from curious beginners to seasoned sharpshooters, to experience the thrill and discipline of shooting sports.","Unleash your inner marksman at Panchkula Shooting Club, where bullseyes and confidence are always on target! The Panchkula Shooting Club welcomes everyone, from curious beginners to seasoned sharpshooters, to experience the thrill and discipline of shooting sports.",publish,,0,"2024-03-18 17:53:39",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240118172315-2024-01-18tbl_venue172127.jpeg ! alt :  ! title : 20240118172315-2024-01-18tbl_venue172127 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/panchkula-shooting-club/,0,simple,,"Haryana > Panchkula",,,Shooting,,,,,,
"Panchkula Fencing Academy",panchkula-fencing-academy,,3206,"Join our passionate community and discover the exhilaration of this time-honored sport. Develop focus, agility, and strategic thinking while getting fit and having fun. We offer a variety of classes and programs to suit your aspirations, so step onto the piste and experience the magic of fencing for yourself!","Join our passionate community and discover the exhilaration of this time-honored sport. Develop focus, agility, and strategic thinking while getting fit and having fun. We offer a variety of classes and programs to suit your aspirations, so step onto the piste and experience the magic of fencing for yourself!",publish,,0,"2024-03-18 17:53:40",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240119123658-2024-01-19tbl_venue122550.jpeg ! alt :  ! title : 20240119123658-2024-01-19tbl_venue122550 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/panchkula-fencing-academy/,0,simple,,"Haryana > Panchkula",,,Football,,,,,,
Accra,accra,,3207,"SSNIT FLATS","SSNIT FLATS",publish,,0,"2024-03-18 17:53:40",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/1322image_cropper_8C43D5CD-66D5-4F92-8370-02B0AEE3BEEA-23183-00001243422D47C0.jpg ! alt :  ! title : 1322image_cropper_8C43D5CD-66D5-4F92-8370-02B0AEE3BEEA-23183-00001243422D47C0 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/accra/,0,simple,,"Punjab > Kharar",,,Boxing,,,,,,
"TIDA X Forest Kicks Tournament",tida-x-forest-kicks-tournament-2,,3208,"Join our thrilling 6-a-side football tournament spanning two action-packed days! Secure your spot with early bird pricing at Rs 2499. Gather your team for a weekend of intense competition and camaraderie on the pitch.","Join our thrilling 6-a-side football tournament spanning two action-packed days! Secure your spot with early bird pricing at Rs 2499. Gather your team for a weekend of intense competition and camaraderie on the pitch.",publish,,0,"2024-03-18 17:53:41",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240123143500-2024-01-23tbl_venue140723.jpeg ! alt :  ! title : 20240123143500-2024-01-23tbl_venue140723 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/tida-x-forest-kicks-tournament-2/,0,simple,,"Chandigarh|Haryana > Panchkula",,,Football,,,,,,
"Chaudhary Chhabil Dass Public School Center (Ghaziabad)",chaudhary-chhabil-dass-public-school-center-ghaziabad,,3209,.,.,publish,,0,"2024-03-18 17:53:42",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240129133609-2024-01-29tbl_venue133124.jpg ! alt :  ! title : 20240129133609-2024-01-29tbl_venue133124 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/chaudhary-chhabil-dass-public-school-center-ghaziabad/,0,simple,,"Uttar Pradesh > Ghaziabad|Uttar Pradesh",,,Badminton|Basketball|Cricket|Football,,,,,,
"Delhi Public International School (Bikaner)",delhi-public-international-school-bikaner,,3210,.,.,publish,,0,"2024-03-18 17:53:43",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240129143116-2024-01-29tbl_venue142909.jpg ! alt :  ! title : 20240129143116-2024-01-29tbl_venue142909 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/delhi-public-international-school-bikaner/,0,simple,,"Rajasthan > jaipur|Rajasthan",,,"Basketball|Cricket|Football|Lawn Tennis|Yoga",,,,,,
"Rohit Kumar",rohit-kumar,,3212,Logistics,Logistics,publish,,0,"2024-03-18 17:53:46",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/1321image_cropper_1706530337699-1-scaled.jpg ! alt :  ! title : 1321image_cropper_1706530337699-1.jpg ! desc :  ! caption : ",,https://tidasports.com/index.php/product/rohit-kumar/,0,simple,,Delhi,,,Dance,,,,,,
"Roots Tennis Academy, Chandigarh",roots-tennis-academy-chandigarh,,3213,.,.,publish,,0,"2024-03-18 17:53:50",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240202134837-2024-02-02tbl_venue134625.png ! alt :  ! title : 20240202134837-2024-02-02tbl_venue134625 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/roots-tennis-academy-chandigarh/,0,simple,,"Chandigarh|Chandigarh > Sector 44",,,"Lawn Tennis",,,,,,
"Yokalp Yoga & Pilates Studio",yokalp-yoga-pilates-studio,,3215,.,.,publish,,0,"2024-03-18 17:53:56",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240206123048-2024-02-06tbl_venue122621-1-scaled.jpg ! alt :  ! title : 20240206123048-2024-02-06tbl_venue122621-1.jpg ! desc :  ! caption : ",,https://tidasports.com/index.php/product/yokalp-yoga-pilates-studio/,0,simple,,"Punjab > Mohali",,,Yoga,,,,,,
"Yokalp Yoga & Pilates Studio, Sector 82",yokalp-yoga-pilates-studio-sector-82,,3217,.,.,publish,,0,"2024-03-18 17:54:00",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240206125219-2024-02-06tbl_venue124828-1-scaled.jpg ! alt :  ! title : 20240206125219-2024-02-06tbl_venue124828-1.jpg ! desc :  ! caption : ",,https://tidasports.com/index.php/product/yokalp-yoga-pilates-studio-sector-82/,0,simple,,"Punjab > Mohali",,,Yoga,,,,,,
"Yokalp Yoga & Pilates Studio, Zirakpur",yokalp-yoga-pilates-studio-zirakpur,,3219,.,.,publish,,0,"2024-03-18 17:54:03",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240206131659-2024-02-06tbl_venue131538-1-scaled.jpg ! alt :  ! title : 20240206131659-2024-02-06tbl_venue131538-1.jpg ! desc :  ! caption : ",,https://tidasports.com/index.php/product/yokalp-yoga-pilates-studio-zirakpur/,0,simple,,"Punjab|Punjab > Zirakpur",,,Yoga,,,,,,
"Yokalp yoga and pilates studio Chandigarh .",yokalp-yoga-and-pilates-studio-chandigarh,,3220,.,.,publish,,0,"2024-03-18 17:54:04",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240206154600-2024-02-06tbl_venue154123.png ! alt :  ! title : 20240206154600-2024-02-06tbl_venue154123 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/yokalp-yoga-and-pilates-studio-chandigarh/,0,simple,,"Chandigarh|Chandigarh > Sector 7",,,Yoga,,,,,,
"Yokalp yoga and pilates studio Panchkula.",yokalp-yoga-and-pilates-studio-panchkula,,3221,.,.,publish,,0,"2024-03-18 17:54:05",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240206162328-2024-02-06tbl_venue161810.png ! alt :  ! title : 20240206162328-2024-02-06tbl_venue161810 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/yokalp-yoga-and-pilates-studio-panchkula/,0,simple,,"Haryana > Panchkula",,,Yoga,,,,,,
naivasha,naivasha,,3222,leisure,leisure,publish,,0,"2024-03-18 17:54:06",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/4450image_cropper_1707234185987.jpg ! alt :  ! title : 4450image_cropper_1707234185987 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/naivasha/,0,simple,,"Punjab > Kharar",,,,,,,,,
"Gurukul kathak Academy",gurukul-kathak-academy,,3223,.,.,publish,,0,"2024-03-18 17:54:07",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240207160234-2024-02-07tbl_venue160229.jpg ! alt :  ! title : 20240207160234-2024-02-07tbl_venue160229 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/gurukul-kathak-academy/,0,simple,,"Chandigarh|Chandigarh > Sector 44",,,Dance,,,,,,
"Art of Dance, Sector 44, Chandigarh",art-of-dance-sector-44-chandigarh,,3224,.,.,publish,,0,"2024-03-18 17:54:07",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240208180430-2024-02-08tbl_venue180159.png ! alt :  ! title : 20240208180430-2024-02-08tbl_venue180159 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/art-of-dance-sector-44-chandigarh/,0,simple,,"Chandigarh|Chandigarh > Sector 44",,,Dance,,,,,,
brass,brass,,3225,"dark
1.98m tall
brown eyes","dark
1.98m tall
brown eyes",publish,,0,"2024-03-18 17:54:08",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/3134image_cropper_1707782243865.jpg ! alt :  ! title : 3134image_cropper_1707782243865 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/brass/,0,simple,,"Punjab > Kharar",,,Music,,,,,,
"Sri M CSE, Cricket, Ghaziabad",sri-m-cse-cricket-ghaziabad,,3226,.,.,publish,,0,"2024-03-18 17:54:09",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240216234924-2024-02-16tbl_venue234652.jpg ! alt :  ! title : 20240216234924-2024-02-16tbl_venue234652 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/sri-m-cse-cricket-ghaziabad/,0,simple,,"Uttar Pradesh > Ghaziabad|Uttar Pradesh",,,Cricket,,,,,,
"Sri M CSE, Cricket, Bikaner",sri-m-cse-cricket-bikaner,,3227,.,.,publish,,0,"2024-03-18 17:54:10",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240217003052-2024-02-17tbl_venue002924.jpg ! alt :  ! title : 20240217003052-2024-02-17tbl_venue002924 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/sri-m-cse-cricket-bikaner/,0,simple,,"Punjab > Kharar|Rajasthan > Bikaner",,,Cricket,,,,,,
"Sri M CSE, Basketball, Ghaziabad",sri-m-cse-basketball-ghaziabad,,3228,.,.,publish,,0,"2024-03-18 17:54:10",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240217012152-2024-02-17tbl_venue012035.jpg ! alt :  ! title : 20240217012152-2024-02-17tbl_venue012035 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/sri-m-cse-basketball-ghaziabad/,0,simple,,"Uttar Pradesh > Ghaziabad|Uttar Pradesh",,,Basketball,,,,,,
"Sri M CSE, Basketball, Bikaner",sri-m-cse-basketball-bikaner,,3229,.,.,publish,,0,"2024-03-18 17:54:11",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240218013230-2024-02-18tbl_venue013027.png ! alt :  ! title : 20240218013230-2024-02-18tbl_venue013027 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/sri-m-cse-basketball-bikaner/,0,simple,,"Rajasthan > jaipur|Rajasthan",,,Basketball,,,,,,
"Navras Academy of Acting",navras-academy-of-acting,,3230,.,.,publish,,0,"2024-03-18 17:54:12",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240219200658-2024-02-19tbl_venue200328.png ! alt :  ! title : 20240219200658-2024-02-19tbl_venue200328 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/navras-academy-of-acting/,0,simple,,"Punjab|Punjab > Zirakpur",,,Acting,,,,,,
"Amit's Yogshala",amits-yogshala,,3231,.,.,publish,,0,"2024-03-18 17:54:15",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240220012404-2024-02-20tbl_venue011520.png ! alt :  ! title : 20240220012404-2024-02-20tbl_venue011520 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/amits-yogshala/,0,simple,,"Punjab > Mohali",,,Yoga,,,,,,
"Orayu Yogshala",orayu-yogshala,,3232,.,.,publish,,0,"2024-03-18 17:54:18",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240220192612-2024-02-20tbl_venue192417.png ! alt :  ! title : 20240220192612-2024-02-20tbl_venue192417 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/orayu-yogshala/,0,simple,,"Punjab > Zirakpur",,,Yoga,,,,,,
"Atomic Chess Academy",atomic-chess-academy,,3233,.,.,publish,,0,"2024-03-18 17:54:21",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240221185911-2024-02-21tbl_venue185510.png ! alt :  ! title : 20240221185911-2024-02-21tbl_venue185510 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/atomic-chess-academy/,0,simple,,"Punjab > Zirakpur",,,Chess,,,,,,
"Anuvikriti- Dr Varun Khanna's academy",anuvikriti-dr-varun-khannas-academy,,3234,"Explore the rich traditions of Bharatanatyam and vocal music from the comfort of your home with our online academy. Our expert instructors bring the essence of classical Indian arts to your fingertips, offering immersive learning experiences for enthusiasts of all levels.","Explore the rich traditions of Bharatanatyam and vocal music from the comfort of your home with our online academy. Our expert instructors bring the essence of classical Indian arts to your fingertips, offering immersive learning experiences for enthusiasts of all levels.",publish,,0,"2024-03-18 17:54:24",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240221233218-2024-02-21tbl_venue232403.png ! alt :  ! title : 20240221233218-2024-02-21tbl_venue232403 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/anuvikriti-dr-varun-khannas-academy/,0,simple,,"Haryana > Panchkula",,,Dance,,,,,,
"Bala ji Skaters, Sector 125, Kharar",bala-ji-skaters-sector-125-kharar,,3235,.,.,publish,,0,"2024-03-18 17:54:28",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240304212418-2024-03-04tbl_venue211452.png ! alt :  ! title : 20240304212418-2024-03-04tbl_venue211452 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/bala-ji-skaters-sector-125-kharar/,0,simple,,"Punjab > Kharar|Punjab",,,Skating,,,,,,
"Bala Ji Skaters, Kharar",bala-ji-skaters-kharar-2,,3236,.,.,publish,,0,"2024-03-18 17:54:31",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240304213558-2024-03-04tbl_venue213116.png ! alt :  ! title : 20240304213558-2024-03-04tbl_venue213116 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/bala-ji-skaters-kharar-2/,0,simple,,"Punjab > Kharar|Punjab",,,Skating,,,,,,
"Bala Ji skaters, Behlolpur",bala-ji-skaters-behlolpur-2,,3237,.,.,publish,,0,"2024-03-18 17:54:34",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240304214516-2024-03-04tbl_venue214038.png ! alt :  ! title : 20240304214516-2024-03-04tbl_venue214038 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/bala-ji-skaters-behlolpur-2/,0,simple,,Chandigarh|Punjab,,,Skating,,,,,,
"Negi Taekwondo Tiger Academy",negi-taekwondo-tiger-academy,,3238,.,.,publish,,0,"2024-03-18 17:54:37",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240305210738-2024-03-05tbl_venue203901.png ! alt :  ! title : 20240305210738-2024-03-05tbl_venue203901 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/negi-taekwondo-tiger-academy/,0,simple,,"Punjab > Kharar|Punjab",,,Taekwondo,,,,,,
"S.K.T Cricket Academy",s-k-t-cricket-academy-2,,3239,.,.,publish,,0,"2024-03-18 17:54:40",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240307010136-2024-03-07tbl_venue005816.png ! alt :  ! title : 20240307010136-2024-03-07tbl_venue005816 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/s-k-t-cricket-academy-2/,0,simple,,"Punjab > Kharar|Punjab",,,Cricket,,,,,,
"Dr. Neha's Physioglobe",dr-nehas-physioglobe-2,,3240,.,.,publish,,0,"2024-03-18 17:54:43",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240310012042-2024-03-10tbl_venue011556.jpeg ! alt :  ! title : 20240310012042-2024-03-10tbl_venue011556 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/dr-nehas-physioglobe-2/,0,simple,,"Punjab|Punjab > Zirakpur",,,Physiotherapy,,,,,,
"gourav gupta",gourav-gupta,,3241,"I have on a job","I have on a job",publish,,0,"2024-03-18 17:54:46",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/0901image_cropper_1710236209831.jpg ! alt :  ! title : 0901image_cropper_1710236209831 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/gourav-gupta/,0,simple,,"Delhi|Delhi > Rohini",,,Yoga,,,,,,
"Vicktory Cricket Acacdemy",vicktory-cricket-acacdemy,,3271,.,.,publish,,0,"2024-03-19 16:44:34",1,open,,,,no,yes,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240318213254-2024-03-18tbl_academy212952.png ! alt :  ! title : 20240318213254-2024-03-18tbl_academy212952 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/vicktory-cricket-acacdemy/,0,simple,,"Punjab > Kharar",,,Cricket,,,,,,
"tida sports",tida-sports,,3273,"i m simran","i m simran",publish,,0,"2024-03-19 16:49:00",1,open,,,,no,yes,,3000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/20240316222935-2024-03-16tbl_academy222624.jpeg ! alt :  ! title : 20240316222935-2024-03-16tbl_academy222624 ! desc :  ! caption : ",,https://tidasports.com/index.php/product/tida-sports/,0,simple,,"Punjab > Kharar",,,Football,,,,,,
"Colts VS Royal Eagles, Semi Final 2",colts-vs-royal-eagles-semi-final-2,,3285,"Semi Match between Colts VS Royal Eagles is taking place on Day 4 of SJOBA Cricket Tournament, 2023",,publish,,0,"2024-03-19 17:19:51",1,open,,,,no,yes,,0,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/download-1.jpeg ! alt :  ! title : download (1) ! desc :  ! caption : ",,https://tidasports.com/index.php/product/colts-vs-royal-eagles-semi-final-2/,0,simple,,"Chandigarh|Chandigarh > Sector 26",,,Cricket,,,,,,
"Gladiators VS Spartans, Day 3",gladiators-vs-spartans-day-3,,3290,"Match between Gladiators VS Spartans is taking place on Day 3 of SJOBA Cricket Tournament, 2023",,publish,,0,"2024-03-19 17:23:33",1,open,,,,no,yes,,0,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/download-1.jpeg ! alt :  ! title : download (1) ! desc :  ! caption : ",,https://tidasports.com/index.php/product/gladiators-vs-spartans-day-3/,0,simple,,"Chandigarh|Chandigarh > Sector 26",,,Cricket,,,,,,
"Colts VS Sharks, Day 3",colts-vs-sharks-day-3,,3291,"Match between Colts VS Sharks is taking place on Day 3 of SJOBA Cricket Tournament, 2023",,publish,,0,"2024-03-19 17:23:39",1,open,,,,no,yes,,0,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/download-1.jpeg ! alt :  ! title : download (1) ! desc :  ! caption : ",,https://tidasports.com/index.php/product/colts-vs-sharks-day-3/,0,simple,,"Chandigarh|Chandigarh > Sector 26",,,Cricket,,,,,,
"Eagles VS Sharks, Semi-Final 1",eagles-vs-sharks-semi-final-1,,3292,"Semi Match between Eagles VS Sharks is taking place on Day 4 of SJOBA Cricket Tournament, 2023",,publish,,0,"2024-03-19 17:23:42",1,open,,,,no,yes,,0,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tidasports.com/wp-content/uploads/2024/03/download-1.jpeg ! alt :  ! title : download (1) ! desc :  ! caption : ",,https://tidasports.com/index.php/product/eagles-vs-sharks-semi-final-1/,0,simple,,"Chandigarh|Chandigarh > Sector 26",,,Cricket,,,,,,
